"","actual","prediction"
"3501",0.5988,0.496498072165352
"3502",0.4383,0.496498072152225
"3503",0.5556,0.496511804439756
"3504",0.5247,0.517656758412215
"3505",0.5988,0.496498075026231
"3506",0.5926,0.496498077872788
"3507",0.4506,0.496503997695524
"3508",0.5926,0.496498073997554
"3509",0.5644,0.496498072152225
"3510",0.5988,0.496498072152225
"3511",0.4691,0.497614156980989
"3512",0.4383,0.496498106039191
"3513",0.5,0.496498072152225
"3514",0.5926,0.496651635890049
"3515",0.5309,0.487228226984349
"3516",0.5644,0.496498080467533
"3517",0.5309,0.496498072152225
"3518",0.5988,0.496498568461704
"3519",0.4383,0.496498072152225
"3520",0.3889,0.496722997049531
"3521",0.5583,0.496498072152225
"3522",0.4074,0.496498072152225
"3523",0.5802,0.49649830766931
"3524",0.5802,0.496498072152225
"3525",0.3827,0.496498072152225
"3526",0.4568,0.496646519581532
"3527",0.4383,0.496498072152225
"3528",0.5247,0.496792730108775
"3529",0.5988,0.49649811863024
"3530",0.5802,0.496499755449648
"3531",0.4691,0.496527953652641
"3532",0.5926,0.496498072152225
"3533",0.5309,0.496498072152225
"3534",0.5679,0.496513077597633
"3535",0.5988,0.496498072152225
"3536",0.5583,0.496498072152225
"3537",0.4568,0.496498072152225
"3538",0.4074,0.496498072154164
"3539",0.5247,0.496515079827893
"3540",0.5679,0.49936874218044
"3541",0.5644,0.496498072152225
"3542",0.5988,0.496498072152225
"3543",0.4568,0.503513409598072
"3544",0.5583,0.496498072152225
"3545",0.5988,0.496498072152225
"3546",0.4074,0.496498072152225
"3547",0.4815,0.498780091463525
"3548",0.5247,0.496544208007584
"3549",0.5247,0.467586224039572
"3550",0.4074,0.499963898230419
"3551",0.4568,0.496500816884738
"3552",0.5247,0.497831747770306
"3553",0.4815,0.496498075639026
"3554",0.4568,0.499599340736847
"3555",0.5926,0.496498072152449
"3556",0.4568,0.496498074139324
"3557",0.4568,0.517656758412215
"3558",0.4568,0.496498248556868
"3559",0.4568,0.496498072152594
"3560",0.5,0.496498072152225
"3561",0.5247,0.496498072152225
"3562",0.4506,0.496498072152225
"3563",0.4383,0.496545594174909
"3564",0.3827,0.496502990055877
"3565",0.5679,0.496510634796607
"3566",0.4568,0.517656758412215
"3567",0.4691,0.496498072152225
"3568",0.3148,0.496498363807999
"3569",0.5247,0.496593392979307
"3570",0.5926,0.496498072152225
"3571",0.5247,0.496498160852618
"3572",0.5247,0.496498072152225
"3573",0.5247,0.498456259895986
"3574",0.3148,0.496524804384519
"3575",0.5247,0.496498072152225
"3576",0.5644,0.497258346878702
"3577",0.5926,0.496498897143571
