,actual,prediction,,
7727,0.4506,0.4850358267,,0.0344358267
7728,0.4877,0.4945566103,,0.0068566103
7729,0.4506,0.4845765539,,0.0339765539
7730,0.4506,0.4869549527,,0.0363549527
7731,0.5432,0.4955840229,,0.0476159771
7732,0.5494,0.4833968333,,0.0660031667
7733,0.4506,0.4866414009,,0.0360414009
7734,0.5432,0.4952244206,,0.0479755794
7735,0.5494,0.4862881799,,0.0631118201
7736,0.4506,0.4844905256,,0.0338905256
7737,0.5432,0.48453899,,0.05866101
7738,0.5494,0.4851276402,,0.0642723598
7739,0.4506,0.4845074058,,0.0339074058
7740,0.5432,0.4846493681,,0.0585506319
7741,0.5494,0.4863414884,,0.0630585116
7742,0.4506,0.4845045546,,0.0339045546
7743,0.5432,0.4846303292,,0.0585696708
7744,0.5494,0.486135082,,0.063264918
7745,0.4506,0.4857536165,,0.0351536165
7746,0.5432,0.4870458352,,0.0561541648
7747,0.5494,0.4857445331,,0.0636554669
7748,0.4506,0.4866456759,,0.0360456759
7749,0.5432,0.4953783916,,0.0478216084
7750,0.5494,0.4858966028,,0.0635033972
7751,0.4506,0.4844901338,,0.0338901338
7752,0.5432,0.4845244532,,0.0586755468
7753,0.5494,0.4849637794,,0.0644362206
7754,0.4506,0.4863158542,,0.0357158542
7755,0.5432,0.486429435,,0.056770565
7756,0.5494,0.4856007753,,0.0637992247
7757,0.537,0.5104841916,,0.0265158084
7758,0.4136,0.498754437,,0.085154437
7759,0.4506,0.5047363871,,0.0541363871
7760,0.537,0.4964898373,,0.0405101627
7761,0.4136,0.5002664845,,0.0866664845
7762,0.4506,0.504778478,,0.054178478
7763,0.537,0.4958373881,,0.0411626119
7764,0.4136,0.4959588396,,0.0823588396
7765,0.4506,0.4955495932,,0.0449495932
7766,0.4321,0.4984887606,,0.0663887606
7767,0.5123,0.5195075004,,0.0072075004
7768,0.5926,0.4995705475,,0.0930294525
7769,0.5123,0.5007357922,,0.0115642078
7770,0.5432,0.5112632592,,0.0319367408
7771,0.5185,0.4957667128,,0.0227332872
7772,0.4321,0.5040434104,,0.0719434104
7773,0.4321,0.4909948052,,0.0588948052
7774,0.4321,0.4907253212,,0.0586253212
7775,0.4321,0.4928573491,,0.0607573491
7776,0.4753,0.4844339726,,0.0091339726
7777,0.5185,0.499311853,,0.019188147
7778,0.3951,0.4909679476,,0.0958679476
7779,0.5185,0.4987711445,,0.0197288555
7780,0.3951,0.490693548,,0.095593548
7781,0.4321,0.4988715845,,0.0667715845
7782,0.5926,0.4996812436,,0.0929187564
7783,0.4753,0.4995761439,,0.0242761439
7784,0.4136,0.4904602699,,0.0768602699
7785,0.5432,0.4884868015,,0.0547131985
7786,0.4136,0.4970419543,,0.0834419543
7787,0.4321,0.4928865464,,0.0607865464
7788,0.5802,0.5210426446,,0.0591573554
7789,0.4506,0.4881948321,,0.0375948321
7790,0.4506,0.4863067013,,0.0357067013
7791,0.6049,0.4977484721,,0.1071515279
7792,0.6049,0.4950883273,,0.1098116727
7793,0.4691,0.4779561314,,0.0088561314
7794,0.5556,0.5195075004,,0.0360924996
7795,0.4383,0.4873874722,,0.0490874722
7796,0.4506,0.4848161809,,0.0342161809
7797,0.5432,0.5112655202,,0.0319344798
7798,0.4074,0.5106077844,,0.1032077844
7799,0.5247,0.504449244,,0.020250756
7800,0.5185,0.4992417147,,0.0192582853
7801,0.5247,0.499370632,,0.025329368
7802,0.5185,0.4968547658,,0.0216452342
7803,0.5062,0.499807635,,0.006392365
7804,0.4321,0.4970700754,,0.0649700754
7805,0.3951,0.4852424744,,0.0901424744
7806,0.3951,0.4852719317,,0.0901719317
7807,0.4753,0.5076956301,,0.0323956301
7808,0.4074,0.4867674569,,0.0793674569
7809,0.3951,0.4973507023,,0.1022507023
7810,0.4074,0.4846459758,,0.0772459758
7811,0.3951,0.4887808088,,0.0936808088
7812,0.4074,0.4954346128,,0.0880346128
7813,0.3951,0.4976929603,,0.1025929603
7814,0.4074,0.4863905236,,0.0789905236
7815,0.3951,0.4980338369,,0.1029338369
7816,0.4074,0.4848564314,,0.0774564314
7817,0.3951,0.4874484616,,0.0923484616
7818,0.4074,0.4847295552,,0.0773295552
7819,0.3951,0.4907647542,,0.0956647542
7820,0.5432,0.4953924077,,0.0478075923
7821,0.5062,0.5340196239,,0.0278196239
7822,0.5432,0.4865641985,,0.0566358015
7823,0.4506,0.5060534543,,0.0554534543
7824,0.5494,0.5186898043,,0.0307101957
7825,0.5926,0.503131516,,0.089468484
7826,0.5494,0.5159784036,,0.0334215964
7827,0.5926,0.4975724346,,0.0950275654
7828,0.5494,0.5140671789,,0.0353328211
7829,0.5926,0.4805194318,,0.1120805682
7830,0.5494,0.5137364713,,0.0356635287
7831,0.5926,0.4946132793,,0.0979867207
7832,0.4506,0.4997974955,,0.0491974955
7833,0.4074,0.4555499306,,0.0481499306
7834,0.4074,0.4649116771,,0.0575116771
7835,0.4321,0.4873129443,,0.0552129443
7836,0.4321,0.4872022577,,0.0551022577
7837,0.4877,0.5195075004,,0.0318075004
7838,0.3951,0.4913403057,,0.0962403057
7839,0.5062,0.4854349743,,0.0207650257
7840,0.3951,0.4873717327,,0.0922717327
7841,0.5062,0.4848610687,,0.0213389313
7842,0.4691,0.5067652304,,0.0376652304
7843,0.5432,0.4847816956,,0.0584183044
7844,0.5432,0.4959283555,,0.0472716445
7845,0.5432,0.4868842208,,0.0563157792
7846,0.5432,0.485218809,,0.057981191
7847,0.4691,0.5053997908,,0.0362997908
7848,0.4877,0.4869145617,,0.0007854383
7849,0.3951,0.498754437,,0.103654437
7850,0.5802,0.5012283269,,0.0789716731
7851,0.4136,0.4995148546,,0.0859148546
7852,0.5926,0.4905510261,,0.1020489739
7853,0.4753,0.4905571771,,0.0152571771
7854,0.5926,0.4905510261,,0.1020489739
7855,0.4753,0.4905571771,,0.0152571771
7856,0.4506,0.4910335729,,0.0404335729
7857,0.4074,0.4879410127,,0.0805410127
7858,0.4074,0.4881101621,,0.0807101621
7859,0.3951,0.4870108294,,0.0919108294
7860,0.537,0.489369934,,0.047630066
7861,0.4321,0.4914175732,,0.0593175732
7862,0.5926,0.4908452619,,0.1017547381
7863,0.5926,0.488578662,,0.104021338
7864,0.4383,0.4987968213,,0.0604968213
7865,0.5432,0.4847152602,,0.0584847398
7866,0.4383,0.4973511244,,0.0590511244
7867,0.5432,0.4846859242,,0.0585140758
7868,0.5802,0.4845734777,,0.0956265223
7869,0.4383,0.5130535355,,0.0747535355
7870,0.5494,0.4860695177,,0.0633304823
7871,0.4321,0.4969329539,,0.0648329539
7872,0.4691,0.4849061839,,0.0158061839
7873,0.4691,0.4852169146,,0.0161169146
7874,0.4136,0.4845180562,,0.0709180562
7875,0.5494,0.5302607566,,0.0191392434
7876,0.4877,0.4849235238,,0.0027764762
7877,0.4877,0.4867439518,,0.0009560482
7878,0.4877,0.4846559748,,0.0030440252
7879,0.5432,0.5405064999,,0.0026935001
7880,0.3951,0.4858427357,,0.0907427357
7881,0.3951,0.486827561,,0.091727561
7882,0.3951,0.485516326,,0.090416326
7883,0.4753,0.4936243112,,0.0183243112
7884,0.3951,0.4879504983,,0.0928504983
7885,0.5556,0.4925222166,,0.0630777834
7886,0.4753,0.5090289474,,0.0337289474
7887,0.5062,0.4878175107,,0.0183824893
7888,0.5802,0.5040444204,,0.0761555796
7889,0.5185,0.4859461679,,0.0325538321
7890,0.5556,0.5219498114,,0.0336501886
7891,0.5556,0.5084112974,,0.0471887026
7892,0.5556,0.5097276097,,0.0458723903
7893,0.5432,0.4974118428,,0.0457881572
7894,0.4136,0.4920689489,,0.0784689489
7895,0.3951,0.5040803244,,0.1089803244
7896,0.5247,0.4856260414,,0.0390739586
7897,0.5494,0.4984109372,,0.0509890628
7898,0.4321,0.5080170675,,0.0759170675
7899,0.5247,0.4984269998,,0.0262730002
7900,0.6049,0.4941030035,,0.1107969965
7901,0.5247,0.495160214,,0.029539786
7902,0.6049,0.4915594327,,0.1133405673
7903,0.4753,0.4846767588,,0.0093767588
7904,0.4753,0.4846376016,,0.0093376016
7905,0.4321,0.494390932,,0.062290932
7906,0.4321,0.4944030273,,0.0623030273
7907,0.4321,0.4916688229,,0.0595688229
7908,0.5432,0.4903491548,,0.0528508452
7909,0.4506,0.5071281504,,0.0565281504
7910,0.4506,0.4852166514,,0.0346166514
7911,0.5556,0.4802055565,,0.0753944435
7912,0.4506,0.4852520553,,0.0346520553
7913,0.5185,0.4988783846,,0.0196216154
7914,0.4691,0.4888501542,,0.0197501542
7915,0.4383,0.4860259511,,0.0477259511
7916,0.5556,0.4852659126,,0.0703340874
7917,0.4383,0.4853069059,,0.0470069059
7918,0.5556,0.484898455,,0.070701545
7919,0.5123,0.504320004,,0.007979996
7920,0.5432,0.4908722553,,0.0523277447
7921,0.5185,0.4962442794,,0.0222557206
7922,0.4321,0.4989321276,,0.0668321276
7923,0.4321,0.4919795484,,0.0598795484
7924,0.5185,0.548871315,,0.030371315
7925,0.4321,0.5291511531,,0.0970511531
7926,0.5432,0.5353589061,,0.0078410939
7927,0.4321,0.5488306835,,0.1167306835
7928,0.3951,0.489843141,,0.094743141
7929,0.5432,0.4996561702,,0.0435438298
7930,0.5123,0.4865713773,,0.0257286227
7931,0.5556,0.494798544,,0.060801456
7932,0.4136,0.4997615522,,0.0861615522
7933,0.5432,0.5073562216,,0.0358437784
7934,0.5432,0.5261038189,,0.0170961811
7935,0.3951,0.4872381057,,0.0921381057
7936,0.5185,0.4310505856,,0.0874494144
7937,0.3951,0.4890095662,,0.0939095662
7938,0.5185,0.4853480394,,0.0331519606
7939,0.3951,0.4921266654,,0.0970266654
7940,0.5185,0.4860082463,,0.0324917537
7941,0.3951,0.4900398973,,0.0949398973
7942,0.5185,0.485190694,,0.033309306
7943,0.3951,0.4895761166,,0.0944761166
7944,0.5185,0.4850991023,,0.0334008977
7945,0.4321,0.4851057924,,0.0530057924
7946,0.4321,0.5029778853,,0.0708778853
7947,0.5247,0.5194805276,,0.0052194724
7948,0.4753,0.4941260542,,0.0188260542
7949,0.5556,0.4975174931,,0.0580825069
7950,0.4753,0.4935660016,,0.0182660016
7951,0.5556,0.4968046024,,0.0587953976
7952,0.4074,0.5472085838,,0.1398085838
7953,0.537,0.5116734917,,0.0253265083
7954,0.5802,0.5353114936,,0.0448885064
7955,0.6049,0.5385744118,,0.0663255882
7956,0.6049,0.5299312059,,0.0749687941
7957,0.5432,0.4857730835,,0.0574269165
7958,0.5432,0.4980282456,,0.0451717544
7959,0.5432,0.4856578269,,0.0575421731
7960,0.5556,0.5106054229,,0.0449945771
7961,0.4506,0.5042588933,,0.0536588933
7962,0.3951,0.494314344,,0.099214344
7963,0.4753,0.5066065358,,0.0313065358
7964,0.4321,0.5098152888,,0.0777152888
7965,0.4753,0.4851200943,,0.0098200943
7966,0.537,0.517092073,,0.019907927
7967,0.4506,0.493125509,,0.042525509
7968,0.4877,0.4879999919,,0.0002999919
7969,0.4877,0.4858223716,,0.0018776284
7970,0.5432,0.4860637591,,0.0571362409
7971,0.5247,0.5359415327,,0.0112415327
7972,0.5247,0.4871399486,,0.0375600514
7973,0.4506,0.5185288146,,0.0679288146
7974,0.5062,0.487855338,,0.018344662
7975,0.537,0.4956216022,,0.0413783978
7976,0.5802,0.5154643356,,0.0647356644
7977,0.5247,0.4837854999,,0.0409145001
7978,0.5247,0.4856922656,,0.0390077344
7979,0.5185,0.4999447135,,0.0185552865
7980,0.4506,0.5042380442,,0.0536380442
7981,0.5926,0.517670097,,0.074929903
7982,0.4753,0.5092594929,,0.0339594929
7983,0.4753,0.496957702,,0.021657702
7984,0.5926,0.487380981,,0.105219019
7985,0.4383,0.486067723,,0.047767723
7986,0.5123,0.4871265069,,0.0251734931
7987,0.6049,0.4967083565,,0.1081916435
7988,0.5123,0.5042034896,,0.0080965104
7989,0.5556,0.4898520615,,0.0657479385
7990,0.4753,0.5482339449,,0.0729339449
7991,0.4877,0.4891712296,,0.0014712296
7992,0.5432,0.5316744603,,0.0115255397
7993,0.5123,0.4941898319,,0.0181101681
7994,0.3951,0.5016169393,,0.1065169393
7995,0.5556,0.4849080638,,0.0706919362
7996,0.5123,0.4845774786,,0.0277225214
7997,0.3951,0.4857890382,,0.0906890382
7998,0.5123,0.4846587184,,0.0276412816
7999,0.3951,0.4860700486,,0.0909700486
8000,0.5926,0.5426377693,,0.0499622307
8001,0.5926,0.546032567,,0.046567433
8002,0.4506,0.4858074358,,0.0352074358
8003,0.5123,0.5180337087,,0.0057337087
8004,0.5062,0.4891274205,,0.0170725795
8005,0.5062,0.4865439514,,0.0196560486
8006,0.5062,0.4968345987,,0.0093654013
8007,0.4877,0.5079076346,,0.0202076346
8008,0.5185,0.484831995,,0.033668005
8009,0.6049,0.4893081133,,0.1155918867
8010,0.4753,0.5026583246,,0.0273583246
8011,0.4506,0.4920646599,,0.0414646599
8012,0.4136,0.4914620714,,0.0778620714
8013,0.4383,0.4856207071,,0.0473207071
8014,0.4753,0.4958844776,,0.0205844776
8015,0.4753,0.4901800028,,0.0148800028
8016,0.4506,0.5287454016,,0.0781454016
8017,0.4753,0.4906556264,,0.0153556264
8018,0.5926,0.4845527929,,0.1080472071
8019,0.5185,0.4900593939,,0.0284406061
8020,0.5185,0.5007606445,,0.0177393555
8021,0.4136,0.5209524528,,0.1073524528
8022,0.4136,0.5049448809,,0.0913448809
8023,0.4383,0.4845152464,,0.0462152464
8024,0.5802,0.5568016996,,0.0233983004
8025,0.5556,0.487865926,,0.067734074
8026,0.537,0.5053785502,,0.0316214498
8027,0.5432,0.4995072165,,0.0436927835
8028,0.5062,0.5088165295,,0.0026165295
8029,0.4136,0.5161373105,,0.1025373105
8030,0.4136,0.4961643003,,0.0825643003
8031,0.4136,0.5076717542,,0.0940717542
8032,0.4753,0.5195908511,,0.0442908511
8033,0.4753,0.5037214246,,0.0284214246
8034,0.4753,0.5003129975,,0.0250129975
8035,0.4753,0.4988902154,,0.0235902154
8036,0.4753,0.4962768299,,0.0209768299
8037,0.4753,0.5093755588,,0.0340755588
8038,0.5802,0.5029953024,,0.0772046976
8039,0.5432,0.4845237279,,0.0586762721
8040,0.5494,0.515129868,,0.034270132
8041,0.4691,0.4861527337,,0.0170527337
8042,0.5185,0.5149849748,,0.0035150252
8043,0.5123,0.4965660838,,0.0157339162
8044,0.5185,0.4997974955,,0.0187025045
8045,0.5123,0.4953704301,,0.0169295699
8046,0.5185,0.4969287215,,0.0215712785
8047,0.5062,0.4859282876,,0.0202717124
8048,0.5802,0.499762147,,0.080437853
8049,0.5802,0.4931353332,,0.0870646668
8050,0.5802,0.5036597277,,0.0765402723
8051,0.5802,0.4952816545,,0.0849183455
8052,0.4506,0.499349521,,0.048749521
8053,0.5802,0.4947704543,,0.0854295457
8054,0.5802,0.4997609304,,0.0804390696
8055,0.5802,0.5017984099,,0.0784015901
8056,0.537,0.4886543918,,0.0483456082
8057,0.5556,0.4877332838,,0.0678667162
8058,0.5556,0.496697844,,0.058902156
8059,0.5556,0.4875005416,,0.0680994584
8060,0.5185,0.5068811893,,0.0116188107
8061,0.5185,0.5047390475,,0.0137609525
8062,0.5432,0.5047822736,,0.0384177264
8063,0.4506,0.508472369,,0.057872369
8064,0.5556,0.5195075004,,0.0360924996
8065,0.4136,0.4866649109,,0.0730649109
8066,0.4136,0.4873413891,,0.0737413891
8067,0.4136,0.4887084365,,0.0751084365
8068,0.4136,0.4882255127,,0.0746255127
8069,0.4074,0.4880851024,,0.0806851024
8070,0.4074,0.5044102932,,0.0970102932
8071,0.4506,0.4876855421,,0.0370855421
8072,0.5556,0.5045527246,,0.0510472754
8073,0.4136,0.5124613006,,0.0988613006
8074,0.3951,0.4852455415,,0.0901455415
8075,0.4506,0.4976048809,,0.0470048809
8076,0.4383,0.485098911,,0.046798911
8077,0.4136,0.4939578907,,0.0803578907
8078,0.4753,0.4884971329,,0.0131971329
8079,0.6049,0.4861963361,,0.1187036639
8080,0.4136,0.5031071647,,0.0895071647
8081,0.3951,0.51407773,,0.11897773
8082,0.4136,0.4855627933,,0.0719627933
8083,0.4136,0.4884963421,,0.0748963421
8084,0.4136,0.4856128664,,0.0720128664
8085,0.6049,0.4986084186,,0.1062915814
8086,0.4506,0.4896937988,,0.0390937988
8087,0.4506,0.5113610193,,0.0607610193
8088,0.4506,0.4881727228,,0.0375727228
8089,0.4506,0.4914386385,,0.0408386385
8090,0.4506,0.493717402,,0.043117402
8091,0.4506,0.4848957454,,0.0342957454
8092,0.4506,0.4868766868,,0.0362766868
8093,0.4506,0.5072808963,,0.0566808963
8094,0.4877,0.4993080632,,0.0116080632
8095,0.4506,0.5014444659,,0.0508444659
8096,0.4877,0.5044505907,,0.0167505907
8097,0.4074,0.5032785258,,0.0958785258
8098,0.4074,0.4951008733,,0.0877008733
8099,0.4074,0.5087163046,,0.1013163046
8100,0.5185,0.4866710473,,0.0318289527
8101,0.5185,0.4848783433,,0.0336216567
8102,0.5185,0.4867727834,,0.0317272166
8103,0.5185,0.4848156457,,0.0336843543
8104,0.5556,0.4988794076,,0.0567205924
8105,0.5802,0.4865127511,,0.0936872489
8106,0.5247,0.5048236311,,0.0198763689
8107,0.5185,0.4928160431,,0.0256839569
8108,0.5432,0.5001497201,,0.0430502799
8109,0.6049,0.4767593084,,0.1281406916
8110,0.5247,0.4930306029,,0.0316693971
8111,0.4506,0.4970955442,,0.0464955442
8112,0.4753,0.4909942187,,0.0156942187
8113,0.4506,0.4871602959,,0.0365602959
8114,0.5432,0.4947587529,,0.0484412471
8115,0.4506,0.4883316577,,0.0377316577
8116,0.5432,0.4985020983,,0.0446979017
8117,0.5123,0.4978236503,,0.0144763497
8118,0.5556,0.4955526263,,0.0600473737
8119,0.4506,0.484494266,,0.033894266
8120,0.4506,0.4863260009,,0.0357260009
8121,0.5432,0.5120857242,,0.0311142758
8122,0.5432,0.5066936917,,0.0365063083
8123,0.5432,0.4975064294,,0.0456935706
8124,0.5432,0.4869664961,,0.0562335039
8125,0.5432,0.4845364186,,0.0586635814
8126,0.5432,0.5070781907,,0.0361218093
8127,0.5247,0.4958482974,,0.0288517026
8128,0.5247,0.487298421,,0.037401579
8129,0.5247,0.4954926955,,0.0292073045
8130,0.4321,0.5108652827,,0.0787652827
8131,0.4321,0.5044532734,,0.0723532734
8132,0.4321,0.4844996983,,0.0523996983
8133,0.4877,0.4880502185,,0.0003502185
8134,0.6049,0.4941218387,,0.1107781613
8135,0.4691,0.4888943515,,0.0197943515
8136,0.4691,0.4879139472,,0.0188139472
8137,0.4691,0.4981799503,,0.0290799503
8138,0.4691,0.4893090404,,0.0202090404
8139,0.5123,0.5009217722,,0.0113782278
8140,0.4136,0.4855113823,,0.0719113823
8141,0.4136,0.4866491422,,0.0730491422
8142,0.4136,0.4850490986,,0.0714490986
8143,0.4877,0.4874981333,,0.0002018667
8144,0.4877,0.4997414728,,0.0120414728
8145,0.4136,0.4904274193,,0.0768274193
8146,0.5926,0.4902893887,,0.1023106113
8147,0.4136,0.5082496526,,0.0946496526
8148,0.5926,0.5026219635,,0.0899780365
8149,0.537,0.5210380692,,0.0159619308
8150,0.5432,0.5124613006,,0.0307386994
8151,0.4074,0.5009953279,,0.0935953279
8152,0.4877,0.4864807772,,0.0012192228
8153,0.4321,0.4849466628,,0.0528466628
8154,0.4877,0.4867134719,,0.0009865281
8155,0.4321,0.4850022552,,0.0529022552
8156,0.5062,0.4938707581,,0.0123292419
8157,0.4136,0.4924167809,,0.0788167809
8158,0.5556,0.4994276106,,0.0561723894
8159,0.4506,0.4883810729,,0.0377810729
8160,0.5926,0.4872322634,,0.1053677366
8161,0.4506,0.4878904089,,0.0372904089
8162,0.5926,0.4855945924,,0.1070054076
8163,0.4506,0.5099816435,,0.0593816435
8164,0.4877,0.4904046879,,0.0027046879
8165,0.5926,0.4897880399,,0.1028119601
8166,0.5926,0.4877059863,,0.1048940137
8167,0.3951,0.4953370678,,0.1002370678
8168,0.4691,0.485438897,,0.016338897
8169,0.4691,0.4860839828,,0.0169839828
8170,0.4691,0.4962794106,,0.0271794106
8171,0.5432,0.4891461504,,0.0540538496
8172,0.5556,0.484548073,,0.071051927
8173,0.5432,0.4858957968,,0.0573042032
8174,0.537,0.510494027,,0.026505973
8175,0.5062,0.4948908184,,0.0113091816
8176,0.5247,0.4878932487,,0.0368067513
8177,0.5247,0.4897846656,,0.0349153344
8178,0.5247,0.486083987,,0.038616013
8179,0.4506,0.4873242155,,0.0367242155
8180,0.4506,0.486972623,,0.036372623
8181,0.4506,0.4885676221,,0.0379676221
8182,0.5247,0.5127379654,,0.0119620346
8183,0.5494,0.5032907286,,0.0461092714
8184,0.6049,0.4949158174,,0.1099841826
8185,0.4877,0.4924751174,,0.0047751174
8186,0.6049,0.4915781551,,0.1133218449
8187,0.5247,0.4893531784,,0.0353468216
8188,0.6049,0.4904377805,,0.1144622195
8189,0.5247,0.488545157,,0.036154843
8190,0.5556,0.5009291131,,0.0546708869
8191,0.5123,0.4854583781,,0.0268416219
8192,0.4506,0.5006578967,,0.0500578967
8193,0.5123,0.4856976947,,0.0266023053
8194,0.4506,0.5014872941,,0.0508872941
8195,0.4877,0.4868583167,,0.0008416833
8196,0.4877,0.4994817196,,0.0117817196
8197,0.4691,0.4848371603,,0.0157371603
8198,0.4321,0.4980598814,,0.0659598814
8199,0.4321,0.5070964047,,0.0749964047
8200,0.4383,0.4845587487,,0.0462587487
8201,0.4506,0.4898077201,,0.0392077201
8202,0.4383,0.484544629,,0.046244629
8203,0.4506,0.4888961398,,0.0382961398
8204,0.5185,0.5473975704,,0.0288975704
8205,0.5185,0.547611769,,0.029111769
8206,0.6049,0.4936943584,,0.1112056416
8207,0.4753,0.4927749287,,0.0174749287
8208,0.537,0.5000951614,,0.0369048386
8209,0.5556,0.4946240026,,0.0609759974
8210,0.6049,0.5110882896,,0.0938117104
8211,0.4753,0.4963783672,,0.0210783672
8212,0.5062,0.5067420059,,0.0005420059
8213,0.537,0.4932569618,,0.0437430382
8214,0.4136,0.4863492273,,0.0727492273
8215,0.5556,0.4979786468,,0.0576213532
8216,0.4753,0.497995255,,0.022695255
8217,0.5556,0.4942947997,,0.0613052003
8218,0.4753,0.4943077454,,0.0190077454
8219,0.5432,0.4938569752,,0.0493430248
8220,0.5432,0.4993395665,,0.0438604335
8221,0.4506,0.4986720315,,0.0480720315
8222,0.4136,0.4845132013,,0.0709132013
8223,0.5432,0.5135797962,,0.0296202038
8224,0.5432,0.4951900348,,0.0480099652
8225,0.4753,0.4874413262,,0.0121413262
8226,0.4753,0.4962521369,,0.0209521369
8227,0.4753,0.4875373926,,0.0122373926
8228,0.5185,0.4859978192,,0.0325021808
8229,0.4753,0.4886995518,,0.0133995518
8230,0.5185,0.4878822591,,0.0306177409
8231,0.4753,0.489134074,,0.013834074
8232,0.5185,0.4869959294,,0.0315040706
8233,0.4753,0.4912851513,,0.0159851513
8234,0.5185,0.4863080113,,0.0321919887
8235,0.4753,0.4895185462,,0.0142185462
8236,0.5185,0.4872342805,,0.0312657195
8237,0.4753,0.488951437,,0.013651437
8238,0.5185,0.4888917112,,0.0296082888
8239,0.4753,0.493303488,,0.018003488
8240,0.5185,0.4972156352,,0.0212843648
8241,0.4753,0.4911213953,,0.0158213953
8242,0.4506,0.4870126177,,0.0364126177
8243,0.4753,0.4947973607,,0.0194973607
8244,0.5185,0.4849858709,,0.0335141291
8245,0.4136,0.4953203942,,0.0817203942
8246,0.5556,0.493455401,,0.062144599
8247,0.4136,0.5060595754,,0.0924595754
8248,0.5556,0.4898413241,,0.0657586759
8249,0.5926,0.5057084756,,0.0868915244
8250,0.4136,0.487885089,,0.074285089
8251,0.5432,0.4896758079,,0.0535241921
8252,0.4136,0.4863302264,,0.0727302264
8253,0.5432,0.4873409201,,0.0558590799
8254,0.4691,0.4858239056,,0.0167239056
8255,0.4691,0.4870002182,,0.0179002182
8256,0.5926,0.4852353013,,0.1073646987
8257,0.5926,0.5122608574,,0.0803391426
8258,0.4753,0.4845086064,,0.0092086064
8259,0.4753,0.4846729859,,0.0093729859
8260,0.4753,0.4845915399,,0.0092915399
8261,0.4321,0.4893658764,,0.0572658764
8262,0.3951,0.4848269361,,0.0897269361
8263,0.5926,0.4924876375,,0.1001123625
8264,0.4753,0.5151155485,,0.0398155485
8265,0.4321,0.4917815412,,0.0596815412
8266,0.4753,0.495252061,,0.019952061
8267,0.5432,0.4848523626,,0.0583476374
8268,0.6049,0.4461790018,,0.1587209982
8269,0.6049,0.4856250343,,0.1192749657
8270,0.5926,0.4965211321,,0.0960788679
8271,0.3951,0.5043037214,,0.1092037214
8272,0.5926,0.5101175565,,0.0824824435
8273,0.5432,0.4964429017,,0.0467570983
8274,0.4506,0.4900852814,,0.0394852814
8275,0.5432,0.4960025992,,0.0471974008
8276,0.4506,0.4901416131,,0.0395416131
8277,0.5926,0.4849896966,,0.1076103034
8278,0.4753,0.4823058561,,0.0070058561
8279,0.6049,0.5017810809,,0.1031189191
8280,0.4753,0.4986061238,,0.0233061238
8281,0.6049,0.4949190765,,0.1099809235
8282,0.5432,0.489685535,,0.053514465
8283,0.5123,0.5250880466,,0.0127880466
8284,0.4506,0.5058937675,,0.0552937675
8285,0.4074,0.5057991606,,0.0983991606
8286,0.4753,0.4849480877,,0.0096480877
8287,0.5556,0.5037012363,,0.0518987637
8288,0.5556,0.4958150027,,0.0597849973
8289,0.537,0.4852413902,,0.0517586098
8290,0.4506,0.502976478,,0.052376478
8291,0.5432,0.5319891402,,0.0112108598
8292,0.5185,0.4956055768,,0.0228944232
8293,0.4321,0.4989056565,,0.0668056565
8294,0.4321,0.5051821451,,0.0730821451
8295,0.4506,0.4903992335,,0.0397992335
8296,0.5247,0.4852353605,,0.0394646395
8297,0.5247,0.4867727857,,0.0379272143
8298,0.4506,0.4863213929,,0.0357213929
8299,0.5432,0.4882297023,,0.0549702977
8300,0.5185,0.4884786158,,0.0300213842
8301,0.5556,0.4857431294,,0.0698568706
8302,0.537,0.4852660301,,0.0517339699
8303,0.4506,0.4846070149,,0.0340070149
8304,0.5926,0.4903877879,,0.1022122121
8305,0.4383,0.4958989006,,0.0575989006
8306,0.4877,0.4846862451,,0.0030137549
8307,0.4877,0.484977726,,0.002722274
8308,0.5185,0.4993371565,,0.0191628435
8309,0.4877,0.4865721311,,0.0011278689
8310,0.4136,0.4944716581,,0.0808716581
8311,0.4136,0.4969521825,,0.0833521825
8312,0.4877,0.4987344647,,0.0110344647
8313,0.4877,0.4973436016,,0.0096436016
8314,0.3951,0.5004207816,,0.1053207816
8315,0.6049,0.495853446,,0.109046554
8316,0.3951,0.5115105071,,0.1164105071
8317,0.6049,0.5084308323,,0.0964691677
8318,0.4753,0.5088189367,,0.0335189367
8319,0.4321,0.5025775965,,0.0704775965
8320,0.5123,0.4865128052,,0.0257871948
8321,0.4877,0.5020146879,,0.0143146879
8322,0.4321,0.5075403645,,0.0754403645
8323,0.4506,0.5107706767,,0.0601706767
8324,0.5185,0.5083482393,,0.0101517607
8325,0.5926,0.5016220574,,0.0909779426
8326,0.5185,0.515740332,,0.002759668
8327,0.5926,0.5018411992,,0.0907588008
8328,0.5062,0.5023769941,,0.0038230059
8329,0.5926,0.5055363087,,0.0870636913
8330,0.4136,0.5079176803,,0.0943176803
8331,0.5123,0.497147509,,0.015152491
8332,0.5123,0.4997239254,,0.0125760746
8333,0.5123,0.4930922551,,0.0192077449
8334,0.5123,0.5046724243,,0.0076275757
8335,0.5123,0.5109495163,,0.0013504837
8336,0.5247,0.496008245,,0.028691755
8337,0.4321,0.5041626648,,0.0720626648
8338,0.4753,0.4994436211,,0.0241436211
8339,0.4877,0.499768698,,0.012068698
8340,0.4877,0.4887047155,,0.0010047155
